[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.728Z - Started listening on: \\.\pipe\nx\C:\Users\tamph\AppData\Local\Temp\bf83c2739ed9ec946485\d.sock
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.741Z - [WATCHER]: Subscribed to changes within: D:\Workspace\angular\chat-app (native)
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.745Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.752Z - Closed a connection. Number of open connections: 0
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.753Z - Established a connection. Number of open connections: 1
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.758Z - [REQUEST]: Client Request for Project Graph Received
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:07.833Z - Time taken for 'loadSpecifiedNxPlugins' 6.516400000000033ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.860Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\package-json' 1095.054ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.910Z - Time taken for 'Load Nx Plugin: D:\Workspace\angular\chat-app\.nx\installation\node_modules\nx\src\plugins\project-json\build-nodes\project-json' 1143.8874ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.936Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.951Z - Time taken for 'loadDefaultNxPlugins' 1172.3215ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.987Z - Time taken for 'build-project-configs' 13.68769999999995ms
[NX v21.2.4 Daemon Server] - 2025-07-17T02:59:08.999Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.187Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.187Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.213Z - Time taken for 'hash changed files from watcher' 8.847499999916181ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.269Z - Time taken for 'build-project-configs' 55.569900000002235ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.287Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.287Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.287Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:19:11.287Z - Time taken for 'total execution time for createProjectGraph()' 17.85190000012517ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:20:06.695Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:20:06.925Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:01.183Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:01.201Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:01.588Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.631Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.631Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.631Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.673Z - Time taken for 'hash changed files from watcher' 19.463699999963865ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.714Z - Time taken for 'build-project-configs' 53.26189999980852ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.736Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.736Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.736Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:07.737Z - Time taken for 'total execution time for createProjectGraph()' 17.332900000037625ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:20.188Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:20.190Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.600Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.600Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.600Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.618Z - Time taken for 'hash changed files from watcher' 0.6875999998301268ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.631Z - Time taken for 'build-project-configs' 14.111000000033528ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.658Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.660Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.660Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:21:26.660Z - Time taken for 'total execution time for createProjectGraph()' 20.868400000035763ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:10.318Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:10.321Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:10.743Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.752Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.752Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.752Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.764Z - Time taken for 'hash changed files from watcher' 5.273199999937788ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.811Z - Time taken for 'build-project-configs' 43.37290000007488ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.844Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.844Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.845Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:22:16.847Z - Time taken for 'total execution time for createProjectGraph()' 25.707799999974668ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:23:11.942Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:23.636Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.ts was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:23.642Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:24.742Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.088Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.088Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.ts
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.088Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.185Z - Time taken for 'hash changed files from watcher' 25.18540000007488ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.294Z - Time taken for 'build-project-configs' 128.21820000000298ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.332Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.333Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.333Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:24:30.334Z - Time taken for 'total execution time for createProjectGraph()' 31.980199999874458ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:26.635Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:27.352Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:29.458Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:29.477Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:29.912Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:35.907Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:35.909Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:35.909Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:35.929Z - Time taken for 'hash changed files from watcher' 5.411300000036135ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:35.990Z - Time taken for 'build-project-configs' 62.32839999999851ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:36.007Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:36.007Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:36.008Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:36.008Z - Time taken for 'total execution time for createProjectGraph()' 15.222599999979138ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:47.699Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:47.700Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:48.007Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.102Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.102Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.102Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.106Z - Time taken for 'hash changed files from watcher' 0.29729999997653067ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.113Z - Time taken for 'build-project-configs' 6.296899999957532ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.117Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.117Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.117Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:25:54.117Z - Time taken for 'total execution time for createProjectGraph()' 2.684400000143796ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:07.780Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:07.811Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:08.451Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.190Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.190Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.190Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.197Z - Time taken for 'hash changed files from watcher' 0.659599999897182ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.202Z - Time taken for 'build-project-configs' 4.493400000035763ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.206Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.206Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.206Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:26:14.207Z - Time taken for 'total execution time for createProjectGraph()' 3.219899999909103ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:09.214Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:09.291Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:23.064Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:23.075Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:24.862Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.485Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.486Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.486Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.502Z - Time taken for 'hash changed files from watcher' 4.6134000001475215ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.520Z - Time taken for 'build-project-configs' 17.286000000080094ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.539Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.540Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.540Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:29.540Z - Time taken for 'total execution time for createProjectGraph()' 16.82799999997951ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:50.976Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:50.979Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.ts was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:51.421Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.380Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.381Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.ts
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.381Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.384Z - Time taken for 'hash changed files from watcher' 0.3018000000156462ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.391Z - Time taken for 'build-project-configs' 4.625200000125915ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.402Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.403Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.403Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:27:57.403Z - Time taken for 'total execution time for createProjectGraph()' 6.8950000000186265ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:09.939Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:09.941Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:10.200Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.354Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.354Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.354Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.367Z - Time taken for 'hash changed files from watcher' 4.168299999786541ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.375Z - Time taken for 'build-project-configs' 7.117099999915808ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.389Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.390Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.391Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:28:16.402Z - Time taken for 'total execution time for createProjectGraph()' 10.072999999858439ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:10.799Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:24.014Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:24.016Z - [WATCHER]: chat-app/src/app/shared/components/sidebar/sidebar.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:24.539Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.425Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.425Z - [REQUEST]: chat-app/src/app/shared/components/sidebar/sidebar.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.425Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.436Z - Time taken for 'hash changed files from watcher' 0.9457000000402331ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.470Z - Time taken for 'build-project-configs' 14.753299999982119ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.484Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.485Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.486Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:29:30.486Z - Time taken for 'total execution time for createProjectGraph()' 9.173600000096485ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:30:25.404Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:20.023Z - [WATCHER]: chat-app/src/app/shared/components/user-list/user-list.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:20.038Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:22.132Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.530Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.531Z - [REQUEST]: chat-app/src/app/shared/components/user-list/user-list.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.531Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.613Z - Time taken for 'hash changed files from watcher' 26.38150000013411ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.702Z - Time taken for 'build-project-configs' 110.14950000029057ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.729Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.730Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.730Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:26.730Z - Time taken for 'total execution time for createProjectGraph()' 26.746199999935925ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:30.893Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:30.894Z - [WATCHER]: chat-app/src/app/shared/components/messages/messages.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:31.233Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.309Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.310Z - [REQUEST]: chat-app/src/app/shared/components/messages/messages.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.312Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.334Z - Time taken for 'hash changed files from watcher' 5.181300000287592ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.354Z - Time taken for 'build-project-configs' 21.47429999988526ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.369Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.373Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.376Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:37.378Z - Time taken for 'total execution time for createProjectGraph()' 10.918800000101328ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:47.368Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:47.565Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:47.567Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:48.002Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:48.978Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:49.030Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:49.047Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:49.138Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:53.976Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:53.977Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:53.977Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:53.987Z - Time taken for 'hash changed files from watcher' 0.8512999997474253ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:53.999Z - Time taken for 'build-project-configs' 10.98519999999553ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:54.009Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:54.010Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:54.010Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:34:54.010Z - Time taken for 'total execution time for createProjectGraph()' 7.981699999887496ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:06.910Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:06.911Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:07.112Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.325Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.325Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.325Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.333Z - Time taken for 'hash changed files from watcher' 1.093400000128895ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.347Z - Time taken for 'build-project-configs' 9.411899999715388ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.358Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.359Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.359Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:13.360Z - Time taken for 'total execution time for createProjectGraph()' 6.8269999995827675ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:41.744Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:41.745Z - [WATCHER]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html was modified
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:41.960Z - [WATCHER]: Processing file changes in outputs
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.150Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.150Z - [REQUEST]: chat-app/src/app/core/layouts/main-layout/main-layout.component.html
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.150Z - [REQUEST]: 
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.157Z - Time taken for 'hash changed files from watcher' 0.319199999794364ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.162Z - Time taken for 'build-project-configs' 5.623300000093877ms
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.169Z - [SYNC]: collect registered sync generators
[NX v21.2.4 Daemon Server] - 2025-07-17T03:35:48.170Z - [SYNC]: project graph hash is the same, not collecting task sync generators
